怪物名稱,等級 ,生命值,基礎經驗,掉落物品
Yeti and Pepe (雪吉拉戰車),78,20000,400,Dark Enigma (黑神仙之服)
Yeti and Pepe (雪吉拉戰車),78,20000,400,White Piettra Skirt (白貴族裙)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Tip Boots (藍弓手鞋)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Blue Goni Shoes (藍雷電鞋)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Green Goldrunners (綠天使鞋)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Mithril Brist (鋰礦合金手套)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Red Pennance (紅元素手套)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Dark Garner (黑神功手套)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Mithril Buckler (鋰礦圓盾)
Yeti and Pepe (雪吉拉戰車),78,20000,400,White Gaia Cape (白鬥士披風)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Icicle (冰錐)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Steely ThrowingnoneKnives (雷之標)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Deadly Fin (雙翼刃)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Doombringer (霸王劍)
Yeti and Pepe (雪吉拉戰車),78,20000,400,The Blessing (妖精之錘)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Holy Spear (十字槍)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Skylar (方天戟)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Golden Hinkel (黃神弓)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Bronze Gigantic (青銅戰神拳套)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Burning Hell (灼熱地獄)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Elixir (特殊藥水)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Mana Elixir (活力藥水)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Helmet for INT 60% (頭盔智力卷軸60%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Accessory for DEX 100% (飾品敏捷卷軸100%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Bottomwear for DEX 60% (褲裙敏捷卷軸60%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Cape for Weapon DEF 10% (披風防禦卷軸10%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Cape for DEX 10% (披風敏捷卷軸10%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Cape for LUK 10% (披風幸運卷軸10%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for one handed Sword for Accuracy 60% (單手劍命中卷軸60%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for one Handed BW for Accuracy 100% (單手棍命中卷軸100%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Staff for Magic ATT 60% (長杖魔力卷軸60%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for two handed Axe for ATT 60% (雙手斧攻擊卷軸60%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for two Handed BW for Accuracy 10% (雙手棍命中卷軸10%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Claw for ATT 10% (拳套攻擊卷軸10%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Scroll for Gun for ATT 60% (火槍攻擊卷軸60%)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Leather (動物皮)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Yeti Horn (雪吉拉之角)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Pepe Beak (企鵝王的嘴)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Soft Feather (柔軟的羽毛)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Power Crystal Ore (力量母礦)
Yeti and Pepe (雪吉拉戰車),78,20000,400,DEX Crystal Ore (敏捷母礦)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Steel Ore (鋼鐵母礦)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Orihalcon Ore (紫礦石母礦)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Sapphire Ore (藍寶石母礦)
Yeti and Pepe (雪吉拉戰車),78,20000,400,Black Crystal Ore (黑水晶母礦)
Werewolf (狼人),75,16000,350,Dark Infinium Circlet (黑神聖之冠)
Werewolf (狼人),75,16000,350,Purple Galaxy (紫十字帽)
Werewolf (狼人),75,16000,350,Green Patriot (綠司令帽)
Werewolf (狼人),75,16000,350,Blue Dragon Babuta (藍龍頭盔)
Werewolf (狼人),75,16000,350,Bronze Platine (青銅暴風甲)
Werewolf (狼人),75,16000,350,Light Mantis (灰飛影之服)
Werewolf (狼人),75,16000,350,Pink Mystique (粉紅朱雀之甲)
Werewolf (狼人),75,16000,350,Green Pirate Blouse (綠隱者之服)
Werewolf (狼人),75,16000,350,White Anakamoon (白神聖服)
Werewolf (狼人),75,16000,350,Brown Requiem (褐天上之衣)
Werewolf (狼人),75,16000,350,Red Pria (紅宮衣)
Werewolf (狼人),75,16000,350,Bronze Platine Pants (青銅暴風褲)
Werewolf (狼人),75,16000,350,Light Mantis Pants (灰飛影之褲)
Werewolf (狼人),75,16000,350,Pink Mystique Pants (粉紅朱雀之褲)
Werewolf (狼人),75,16000,350,Green Pirate Skirt (綠隱者之裙)
Werewolf (狼人),75,16000,350,Black Voyson Shoes (黑色航海靴)
Werewolf (狼人),75,16000,350,Dark Lorin (黑戰魂手套)
Werewolf (狼人),75,16000,350,Steel Ancient Shield (鋼鐵古盾牌)
Werewolf (狼人),75,16000,350,Tobi ThrowingnoneStars (梅之標)
Werewolf (狼人),75,16000,350,Bent Judgement (黃金暴風錘)
Werewolf (狼人),75,16000,350,Kandine (鳳凰刃)
Werewolf (狼人),75,16000,350,Doombringer (霸王劍)
Werewolf (狼人),75,16000,350,Black Scarab (黑閃電甲)
Werewolf (狼人),75,16000,350,Elixir (特殊藥水)
Werewolf (狼人),75,16000,350,Mana Elixir (活力藥水)
Werewolf (狼人),75,16000,350,Scroll for Helmet for DEX 10% (頭盔敏捷卷軸10%)
Werewolf (狼人),75,16000,350,Scroll for Earring for INT 10% (耳環智力卷軸10%)
Werewolf (狼人),75,16000,350,Dark Scroll for Earring for LUK 70%
Werewolf (狼人),75,16000,350,Scroll for Wand for Magic ATT 60% (短杖魔力卷軸60%)
Werewolf (狼人),75,16000,350,Scroll for Claw for ATT 60% (拳套攻擊卷軸60%)
Werewolf (狼人),75,16000,350,Leather (動物皮)
Werewolf (狼人),75,16000,350,Werewolf Toenail (狼人指甲)
Werewolf (狼人),75,16000,350,Stiff Feather (堅硬的羽毛)
Werewolf (狼人),75,16000,350,Power Crystal Ore (力量母礦)
Werewolf (狼人),75,16000,350,The Magic Rock (魔法石)
Werewolf (狼人),75,16000,350,Adamantium Ore (朱礦石母礦)
Werewolf (狼人),75,16000,350,Amethyst Ore (紫水晶母礦)
Eliza (艾利傑),83,87000,2800,Red Osfa Hat (紅扣帶帽)
Eliza (艾利傑),83,87000,2800,Black Oriental Fury Hat (黑色綢緞帽)
Eliza (艾利傑),83,87000,2800,Dark Arlic Helmet (黑色昂斯頭盔)
Eliza (艾利傑),83,87000,2800,Dark Grace Helmet (黑色格萊西頭盔)
Eliza (艾利傑),83,87000,2800,Red Brave Hamal (紅色勇者頭巾)
Eliza (艾利傑),83,87000,2800,Dark Commodore (黑色崇高服)
Eliza (艾利傑),83,87000,2800,Purple Osfa Suit (紫扣帶護甲)
Eliza (艾利傑),83,87000,2800,Purple Osfa Suit (紫扣帶護甲)
Eliza (艾利傑),83,87000,2800,Dark Valkyrie (黑貴族鎧甲)
Eliza (艾利傑),83,87000,2800,Dark Ades (黑色昂斯)
Eliza (艾利傑),83,87000,2800,Black Oriental Fury Coat (黑綢緞長袍)
Eliza (艾利傑),83,87000,2800,Dark Anes (黑色高麗貴婦袍)
Eliza (艾利傑),83,87000,2800,Black Oriental Fury Coat (黑綢緞長袍)
Eliza (艾利傑),83,87000,2800,White Marquini (白色馬其尼套裝)
Eliza (艾利傑),83,87000,2800,Purple Osfa Boots (紫扣帶靴)
Eliza (艾利傑),83,87000,2800,Dark War Greave (銀鱗甲靴)
Eliza (艾利傑),83,87000,2800,Dark Ades Shoes (黑色昂斯鞋)
Eliza (艾利傑),83,87000,2800,Dark Neli Shoes (黑色艾倫鞋)
Eliza (艾利傑),83,87000,2800,Black Markintz (黑色馬金斯靴)
Eliza (艾利傑),83,87000,2800,Dark Focus (黑色亞達夫手套)
Eliza (艾利傑),83,87000,2800,Dark Imperial (黑色費洛奇拳頭)
Eliza (艾利傑),83,87000,2800,Dark Pachone (黑色貴族手套)
Eliza (艾利傑),83,87000,2800,Dark Mystra (黑色米斯特手套)
Eliza (艾利傑),83,87000,2800,Red Martier (紅色馬蒂爾手套)
Eliza (艾利傑),83,87000,2800,Bronze Arrow for Bow (青銅弓箭)
Eliza (艾利傑),83,87000,2800,Bronze Bolt for Crossbow (青銅弩箭)
Eliza (艾利傑),83,87000,2800,Elixir (特殊藥水)
Eliza (艾利傑),83,87000,2800,Mana Elixir (活力藥水)
Eliza (艾利傑),83,87000,2800,Wizard Potion (強效魔力水)
Eliza (艾利傑),83,87000,2800,Scroll for Helmet for DEF 60% (頭盔防禦卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Helmet for DEF 10% (頭盔防禦卷軸10%)
Eliza (艾利傑),83,87000,2800,Scroll for Earring for INT 60% (耳環智力卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Earring for INT 10% (耳環智力卷軸10%)
Eliza (艾利傑),83,87000,2800,Scroll for Topwear for DEF 60% (上衣防禦卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Shoes for Speed 60% (鞋子速度卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Cape for Weapon DEF 60% (披風防禦卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Cape for DEX 60% (披風敏捷卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Cape for DEX 10% (披風敏捷卷軸10%)
Eliza (艾利傑),83,87000,2800,Scroll for one handed Sword for Accuracy 60% (單手劍命中卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Dagger for ATT 60% (短劍攻擊卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Wand for Magic ATT 60% (短杖魔力卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for two handed Axe for Accuracy 10% (雙手斧命中卷軸10%)
Eliza (艾利傑),83,87000,2800,Scroll for two Handed BW for Accuracy 10% (雙手棍命中卷軸10%)
Eliza (艾利傑),83,87000,2800,Scroll for Spear for ATT 60% (槍攻擊卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Spear for ATT 10% (槍攻擊卷軸10%)
Eliza (艾利傑),83,87000,2800,Scroll for Pole Arm for ATT 60% (矛攻擊卷軸60%)
Eliza (艾利傑),83,87000,2800,Scroll for Pole Arm for ATT 10% (矛攻擊卷軸10%)
Eliza (艾利傑),83,87000,2800,Leather (動物皮)
Eliza (艾利傑),83,87000,2800,Solid Horn (獨角獅硬角)
Eliza (艾利傑),83,87000,2800,Lucida Tail (黑格里芬之尾)
Eliza (艾利傑),83,87000,2800,Dark Crystal Ore (黑暗母礦)
Eliza (艾利傑),83,87000,2800,The Magic Rock (魔法石)
Eliza (艾利傑),83,87000,2800,Gold Ore (黃金母礦)
Eliza (艾利傑),83,87000,2800,Black Crystal Ore (黑水晶母礦)
Chunky Snail (矮胖蝸牛),none,250,26,Yellow Bandana (黃頭巾)
Chunky Snail (矮胖蝸牛),none,250,26,Smelly Gomushin (灰色膠鞋)
Chunky Snail (矮胖蝸牛),none,250,26,Grey Work Gloves (灰色工地手套)
Chunky Snail (矮胖蝸牛),none,250,26,Pan Lid (鍋蓋)
Chunky Snail (矮胖蝸牛),none,250,26,Long Sword (大劍)
Chunky Snail (矮胖蝸牛),none,250,26,Apple (蘋果)
Chunky Snail (矮胖蝸牛),none,250,26,Green Apple (青蘋果)
Chunky Snail (矮胖蝸牛),none,250,26,Gold Ore (黃金母礦)
Southperry Pirate Lord (海盜領主),none,1250,700,Star Earrings (星星耳環)
Southperry Pirate Lord (海盜領主),none,1250,700,Warfare Pants (戰鬥褲)
Southperry Pirate Lord (海盜領主),none,1250,700,Red Whitebottom Boots (紅色皮鞋)
Southperry Pirate Lord (海盜領主),none,1250,700,Orange Whitebottom Boots (橘色皮鞋)
Southperry Pirate Lord (海盜領主),none,1250,700,Pink Whitebottom Boots (粉色皮鞋)
Southperry Pirate Lord (海盜領主),none,1250,700,Blue Whitebottom Boots (藍色皮鞋)
Southperry Pirate Lord (海盜領主),none,1250,700,Red Whip (紅色鞭子)
Southperry Pirate Lord (海盜領主),none,1250,700,Plunger (通通樂)
Southperry Pirate Lord (海盜領主),none,1250,700,Fish Spear (海神叉)
Southperry Pirate Lord (海盜領主),none,1250,700,Frozen Tuna (冷凍金槍魚)
Southperry Pirate Lord (海盜領主),none,1250,700,Scroll for Gloves for ATT 60% (手套攻擊卷軸60%)
Silver Slime (銀水靈),none,100,none,Bloody Mantis Pants (赤飛影之褲)
Silver Slime (銀水靈),none,100,none,Pink Mystique Pants (粉紅朱雀之褲)
Silver Slime (銀水靈),none,100,none,Green Gore Boots (綠花精鞋)
Silver Slime (銀水靈),none,100,none,Dark Husk (黑暗影手套)
Silver Slime (銀水靈),none,100,none,Dark Eyes (黑神眼手套)
Silver Slime (銀水靈),none,100,none,Sparta (紫凌劍)
Silver Slime (銀水靈),none,100,none,Hawkhead (猛禽斧)
Silver Slime (銀水靈),none,100,none,Deadly Fin (雙翼刃)
Silver Slime (銀水靈),none,100,none,Angel Wings (天使之翼)
Silver Slime (銀水靈),none,100,none,Phoenix Wand (鳳凰短杖)
Silver Slime (銀水靈),none,100,none,Abyss Shooter (深淵射手)
Silver Slime (銀水靈),none,100,none,Elixir (特殊藥水)
Silver Slime (銀水靈),none,100,none,Mana Elixir (活力藥水)
Silver Slime (銀水靈),none,100,none,Scroll for Bottomwear for Jump 10% (褲裙跳躍卷軸10%)
Silver Slime (銀水靈),none,100,none,Scroll for Cape for LUK 100% (披風幸運卷軸100%)
Silver Slime (銀水靈),none,100,none,Scroll for Spear for ATT 60% (槍攻擊卷軸60%)
Silver Slime (銀水靈),none,100,none,Antidote (解毒劑)
Silver Slime (銀水靈),none,100,none,Silver Squishy Liquid
Silver Slime (銀水靈),none,100,none,Silver Ore (銀的母礦)
Silver Slime (銀水靈),none,100,none,Diamond Ore (鑽石母礦)
Bain (煉獄獵犬),none,none,none,Dark Dragon Babuta (黑龍頭盔)
Bain (煉獄獵犬),none,none,none,Rose Earrings (玫瑰耳環)
Bain (煉獄獵犬),none,none,none,Red Pirate Top (紅隱者之服)
Bain (煉獄獵犬),none,none,none,Green Osfa Suit (藍扣帶護甲)
Bain (煉獄獵犬),none,none,none,Dark Requiem (黑天上之衣)
Bain (煉獄獵犬),none,none,none,Dark Pris (黑宮衣)
Bain (煉獄獵犬),none,none,none,White Pioneer (白色潘尼爾套裝)
Bain (煉獄獵犬),none,none,none,Red Pirate Pants (紅隱者之褲)
Bain (煉獄獵犬),none,none,none,Green Osfa Pants (藍色勇者褲)
Bain (煉獄獵犬),none,none,none,Dark Carzen Boots (黑飛魂鞋)
Bain (煉獄獵犬),none,none,none,Blue Elf Shoes (藍箭魂鞋)
Bain (煉獄獵犬),none,none,none,Dark Pirate Boots (黑飛影鞋)
Bain (煉獄獵犬),none,none,none,Red Osfa Boots (紅扣帶靴)
Bain (煉獄獵犬),none,none,none,Red Neli Shoes (紅色艾倫鞋)
Bain (煉獄獵犬),none,none,none,Silver Rover (銀名譽手套)
Bain (煉獄獵犬),none,none,none,Green Cordon (綠天使手套)
Bain (煉獄獵犬),none,none,none,Dark Emperor (馬爾斯黑拳套)
Bain (煉獄獵犬),none,none,none,Green Clarity (魔力綠手套)
Bain (煉獄獵犬),none,none,none,Green Focus (綠色亞達夫手套)
Bain (煉獄獵犬),none,none,none,Silver Aquila Shield (銀尖刺護盾)
Bain (煉獄獵犬),none,none,none,Tobi Throwing-Stars (梅之鏢)
Bain (煉獄獵犬),none,none,none,Gaea (花靈之斧)
Bain (煉獄獵犬),none,none,none,Sai (華氏短劍)
Bain (煉獄獵犬),none,none,none,Cursayer (可撒之劍)
Bain (煉獄獵犬),none,none,none,Golden Arund (黃金艾倫弓)
Bain (煉獄獵犬),none,none,none,Power Elixir (超級藥水)
Bain (煉獄獵犬),none,none,none,Mana Elixir (活力藥水)
Bain (煉獄獵犬),none,none,none,Scroll for Accessory for INT 100% (裝飾智力卷軸100%)
Bain (煉獄獵犬),none,none,none,Scroll for Cape for LUK 60% (披風幸運卷軸60%)
Bain (煉獄獵犬),none,none,none,Scroll for Two-Handed Sword for ATT 60% (雙手劍攻擊卷軸60%)
Bain (煉獄獵犬),none,none,none,Bain's Spiky Collar (煉獄獵犬的項鍊)
Bain (煉獄獵犬),none,none,none,Soft Feather (柔軟的羽毛)
Bain (煉獄獵犬),none,none,none,Power Crystal Ore (力量母礦)
Bain (煉獄獵犬),none,none,none,Amethyst Ore (紫水晶母礦)
Bain (煉獄獵犬),none,none,none,Diamond Ore (鑽石母礦)
Cerebes (地獄獵犬),none,none,none,Mithril Planet (鋰礦戰盔)
Cerebes (地獄獵犬),none,none,none,Dark Seraphis (黑和平之帽)
Cerebes (地獄獵犬),none,none,none,Pink-Flowered Earrings (梅花耳環)
Cerebes (地獄獵犬),none,none,none,Metal Heart Earrings (金屬心型耳環)
Cerebes (地獄獵犬),none,none,none,Bloody Mantis (赤飛影之服)
Cerebes (地獄獵犬),none,none,none,Pink Mystique (粉紅朱雀之甲)
Cerebes (地獄獵犬),none,none,none,Brown Requiem (褐天上之衣)
Cerebes (地獄獵犬),none,none,none,Dark Requiem (黑天上之衣)
Cerebes (地獄獵犬),none,none,none,Brown Requierre (褐天上之衣)
Cerebes (地獄獵犬),none,none,none,Bloody Mantis Pants (赤飛影之褲)
Cerebes (地獄獵犬),none,none,none,Pink Mystique Pants (粉紅朱雀之褲)
Cerebes (地獄獵犬),none,none,none,Green Gore Boots (綠花精鞋)
Cerebes (地獄獵犬),none,none,none,Baige Elf Shoes (黃箭魂鞋)
Cerebes (地獄獵犬),none,none,none,Dark Husk (黑暗影手套)
Cerebes (地獄獵犬),none,none,none,Dark Eyes (黑神眼手套)
Cerebes (地獄獵犬),none,none,none,Hawkhead (猛禽斧)
Cerebes (地獄獵犬),none,none,none,Deadly Fin (雙翼刃)
Cerebes (地獄獵犬),none,none,none,Angel Wings (天使之翼)
Cerebes (地獄獵犬),none,none,none,Phoenix Wand (鳳凰短杖)
Cerebes (地獄獵犬),none,none,none,Sparta (無極劍)
Cerebes (地獄獵犬),none,none,none,Abyss Shooter (深淵射手)
Cerebes (地獄獵犬),none,none,none,Elixir (特殊藥水)
Cerebes (地獄獵犬),none,none,none,Mana Elixir (活力藥水)
Cerebes (地獄獵犬),none,none,none,Scroll for Bottomwear for Mobility 60% (褲裙移動速度60%捲軸)
Cerebes (地獄獵犬),none,none,none,Scroll for Cape for LUK 100% (披風幸運卷軸100%)
Cerebes (地獄獵犬),none,none,none,Scroll for Spear for ATT 60% (槍攻擊卷軸60%)
Cerebes (地獄獵犬),none,none,none,Antidote (解毒劑)
Cerebes (地獄獵犬),none,none,none,Cerebes Tooth (地獄獵犬的尖牙)
Cerebes (地獄獵犬),none,none,none,Silver Ore (銀的母礦)
Cerebes (地獄獵犬),none,none,none,Diamond Ore (鑽石母礦)
Crimson Balrog (地獄巴洛古),100,100000,3500,Dark Scroll for Helmet for DEX 30% (頭盔敏捷詛咒卷軸30%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Dark Scroll for Gun for ATT 30% (火槍攻擊詛咒卷軸30%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Hwabi Throwing-Stars (月牙鏢)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Helmet for Defense 10% (頭盔防禦卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Helmet for DEX 60% (頭盔敏捷卷軸60%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Earring for INT 10% (耳環智力卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Topwear for Defense 10% (上衣防禦卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Topwear for LUK 60% (上衣幸運卷軸60%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Overall Armor for DEX 10% (套服敏捷卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Overall Armor for Defense 10% (套服防禦卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Bottomwear for Defense 10% (褲裙防禦卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Shoes for Avoidability 10% (鞋子迴避力卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Shoes for Jump 10% (鞋子跳躍卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Shoes for Mobility 10% (鞋子移動速度卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Gloves for Accuracy 10% (手套敏捷性卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Gloves for ATT 10% (手套攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Shield for Defense 10% (盾牌防禦卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for One-Handed Sword for ATT 10% (單手劍攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for One-Handed Axe for ATT 10% (單手斧攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for One-Handed BW for ATT 10% (單手棍攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for One-Handed BW for Accuracy 60% (單手棍命中卷軸60%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Dagger for ATT 10% (短劍攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Wand for Magic ATT 10% (短杖魔力卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Staff for Magic ATT 10% (長杖魔力卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Two-Handed Sword for ATT 10% (雙手劍攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Two-Handed Sword for Accuracy 60% (雙手劍命中卷軸60%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Two-Handed Axe for ATT 10% (雙手斧攻擊卷軸60%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Two-Handed BW for ATT 10% (雙手棍攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Two-Handed BW for Accuracy 60% (雙手棍命中卷軸60%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Spear for ATT 10% (槍攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Pole Arm for ATT 10% (矛攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Bow for ATT 10% (弓攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Crossbow for ATT 10% (弩攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Claw for ATT 10% (拳套攻擊卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Knuckler for ATT 10% (指虎攻擊力卷軸10%)
Crimson Balrog (地獄巴洛古),100,100000,3500,Scroll for Gun for ATT 10% (火槍攻擊卷軸10%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Orange Golden Circlet (土黃金法冠)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Red Polyfeather Hat (赤弓羽)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Purple Nightfox (紫天空之帽)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Red-Hearted Earrings (愛心耳環)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Gold Drop Earrings (黃金耳環)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Scorpio (黑飛影之服)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Red Ice Queen (紅鋼玉鎧甲)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,White Anakamoon (白神聖服)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Calaf (黑妖精禮服)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,White Calaf (白妖精禮服)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Orange Calaf (朱紅妖精禮服)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Scorpio Pants (黑飛影之褲)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Red Ice Queen Skirt (紅鋼玉裙)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Blue Jangoon Shoes (藍金月鞋)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Purple Goni Shoes (紫雷電鞋)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Dark Moss Boots (黑無痕之鞋)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Bronze Rover (青銅名譽手套)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Blue Lorin (藍戰魂手套)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Wooden Legend Shield (古老木盾)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Blue Gaia Cape (藍鬥士披風)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Tobi Throwing-Stars (梅之鏢)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Neocora (奇型刀)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Red Katana (火焰刀)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Khan (湯勺)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Golden River (金剛刃)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,The Rising (太陽之斧)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,The Shining (光明斧)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,The Blessing (妖精之錘)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Gross Jaeger (破天弩弓)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Bronze Gigantic (青銅戰神拳套)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Abyss Shooter (深淵射手)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Elixir (特殊藥水)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Mana Elixir (活力藥水)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Earring for DEX 10% (耳環敏捷卷軸10%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Earring for STR 100% (耳環力量卷軸100%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Overall Armor for INT 100% (套服智力卷軸100%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Bottomwear for Mobility 10% (褲裙移動速度卷軸10%)
Dark Yeti and Pepe (黑吉拉戰車),82,29000,0,Scroll for Shield for Defense 60% (盾牌防禦卷軸60%)
